feature,corr_value
feature_1081,0.003990195512097648
feature_742,0.003967123647925229
feature_1107,0.003966440637578614
feature_434,0.003938371729636712
feature_810,0.003915396997701183
feature_98,0.0039019883446842745
feature_191,0.0038848632470641275
feature_1222,0.003859122308306514
feature_1224,0.0038463794641312786
feature_1247,0.003834871104377667
feature_1327,0.003809066831425186
feature_102,0.0038038833897874338
feature_1301,0.0038013579229784224
feature_1123,0.0037924408106881024
feature_1263,0.003790556070883912
feature_1117,0.003786976409380884
feature_123,0.0037558192162785646
feature_267,0.0037518690510971444
feature_433,0.0037469653058096026
feature_1210,0.0037387349062589724
feature_1237,0.0037356242965543114
feature_1168,0.003735409366399183
feature_1071,0.0037043555437410287
feature_12,0.003689731308784402
feature_1065,0.003661890683518637
feature_1113,0.0036607860596523374
feature_54,0.0036599843117837987
feature_1287,0.0036552581545720763
feature_101,0.0036479026306079697
feature_263,0.0036314891976618373
feature_1225,0.0036194593592239525
feature_1240,0.0036138664005108292
feature_1067,0.0036112835486446612
feature_441,0.003608029314736248
feature_1072,0.0036044766727557236
feature_1163,0.0035933828159540456
feature_33,0.0035832495227450427
feature_106,0.00352594674052489
feature_772,0.003518156785312518
feature_1106,0.0035171969660736046
feature_809,0.003498574740182805
feature_986,0.003498090046556631
feature_822,0.003478656109583127
feature_547,0.003476055523708045
feature_429,0.0034740924785170166
feature_100,0.0034667771692942417
feature_1291,0.0034563045137298563
feature_1272,0.0034330267345136257
feature_1246,0.003412750114830729
feature_746,0.0034038620630015112
feature_37,0.0033894406458089355
feature_1083,0.003382195624219958
feature_1266,0.003356305880530172
feature_1164,0.00335402989906058
feature_1220,0.0033468265634854404
feature_555,0.0033236105231938574
feature_393,0.003313652048125512
feature_735,0.003312002686588509
feature_329,0.00330371334805376
feature_1098,0.003296226034829838
feature_445,0.003294832920259048
feature_204,0.0032908261497608476
feature_1288,0.0032793774334988466
feature_820,0.003270368440740833
feature_1082,0.003253900584128912
feature_421,0.0032455433301970967
feature_1364,0.003239657276870761
feature_1086,0.003239657276870761
feature_424,0.003238330387898516
feature_1070,0.003237542462963795
feature_758,0.003235135916456216
feature_1305,0.003233552484209191
feature_271,0.0032185109745299506
feature_899,0.0031682285337968747
feature_679,0.003157289928377009
feature_1114,0.003105717858492878
feature_63,0.003090095463510735
feature_1216,0.003082265333300142
feature_402,0.003078417783301655
feature_342,0.003074944294448689
feature_1069,0.0030456874172894023
feature_1320,0.003029931845917056
feature_1258,0.0030267431238707333
feature_1322,0.0030245256252364053
feature_121,0.003021912274310179
feature_247,0.003010237052007132
feature_608,0.0030086537211043755
feature_265,0.003006489300669268
feature_23,0.0030060902706806436
feature_1206,0.003001546286312781
feature_487,0.0029818107436450306
feature_778,0.0029614351606895156
feature_1104,0.0029588899905719484
feature_470,0.0029532900677127763
feature_136,0.0029515590700151598
feature_475,0.0029439708854090917
feature_1096,0.002940399642527223
feature_1307,0.0029282228030969625
feature_1351,0.002924375591809032
feature_906,0.002923630555654216
feature_1255,0.0029092741049018397
feature_147,0.002880296132537595
feature_1267,0.002848012810150312
feature_164,0.002847652179282968
feature_272,0.002838899713765582
feature_1356,0.0028367498951853095
feature_476,0.0028322434419566223
feature_1348,0.0028087616262266685
feature_1366,0.0027988529550147566
feature_273,0.002790754828645682
feature_201,0.0027703921064877834
feature_1328,0.0027699753244141583
feature_112,0.0027641535024695452
feature_1354,0.002762215172507311
feature_365,0.0027531108006233146
feature_353,0.0027369960807529636
feature_551,0.002718590954008484
feature_1001,0.0027107431315091784
feature_375,0.002710633906017305
feature_1358,0.002708330199717581
feature_1359,0.002694515752156006
feature_1213,0.0026865931027627125
feature_248,0.0026845899311683627
feature_246,0.0026784991732813524
feature_240,0.0026784991732813524
feature_234,0.0026784991732813524
feature_233,0.0026784991732813524
feature_230,0.0026784991732813524
feature_183,0.0026784991732813524
feature_59,0.0026784991732813524
feature_229,0.0026784991732813524
feature_58,0.0026784991732813524
feature_172,0.0026784991732813524
feature_291,0.0026784991732813524
feature_129,0.0026784991732813524
feature_307,0.0026784991732813524
feature_306,0.0026784991732813524
feature_228,0.0026784991732813524
feature_304,0.0026784991732813524
feature_302,0.0026784991732813524
feature_301,0.0026784991732813524
feature_300,0.0026784991732813524
feature_169,0.0026784991732813524
feature_171,0.0026784991732813524
feature_174,0.0026784991732813524
feature_50,0.0026784991732813524
feature_53,0.0026784991732813524
feature_55,0.0026784991732813524
feature_173,0.0026784991732813524
feature_57,0.0026784991732813524
feature_292,0.0026784991732813524
feature_215,0.0026784991732813524
feature_212,0.0026784991732813524
feature_348,0.0026784991732813524
feature_227,0.0026784991732813524
feature_75,0.0026784991732813524
feature_210,0.0026784991732813524
feature_188,0.0026784991732813524
feature_209,0.0026784991732813524
feature_115,0.0026784991732813524
feature_214,0.0026784991732813524
feature_87,0.0026784991732813524
feature_1361,0.0026784991732813524
feature_208,0.0026784991732813524
feature_211,0.0026784991732813524
feature_207,0.0026784991732813524
feature_206,0.0026784991732813524
feature_226,0.0026784991732813524
feature_368,0.0026784991732813524
feature_176,0.002672930470232524
feature_199,0.0026686997408854577
feature_374,0.002668473579037399
feature_1360,0.002661246720379799
feature_1355,0.002656688862006796
feature_1333,0.0026478846755727628
feature_1349,0.0026390250484047808
feature_158,0.0026365391595307534
feature_1323,0.00263523401664827
feature_159,0.0026304695555409915
feature_276,0.0026086253584942758
feature_68,0.002599415094775479
feature_1335,0.0025941140935964446
feature_224,0.0025853338027279835
feature_411,0.002583771110588078
feature_203,0.0025529450045023846
feature_1187,0.0025352883205644557
feature_1324,0.002534263439147182
feature_1334,0.0025305544807446294
feature_113,0.0025277301356652084
feature_305,0.002522581648741624
feature_220,0.002511731447802247
feature_1290,0.002481226504138501
feature_750,0.0024808287360328554
feature_730,0.002472972499684458
feature_1338,0.0024661658758526462
feature_200,0.0024647162094909203
feature_269,0.0024573727169461554
feature_1080,0.002442626382809153
feature_205,0.0024420769771479147
feature_202,0.0024405901948283534
feature_1265,0.0024350102120423013
feature_376,0.0024317276822176602
feature_175,0.002428959748657563
feature_198,0.002407077840035176
feature_149,0.0024038528790148025
feature_751,0.0024021627551272322
feature_275,0.0023943999958002367
feature_1331,0.002389355760737393
feature_450,0.0023886002630472566
feature_189,0.0023880829422751374
feature_1311,0.002362585850682545
feature_1309,0.0023615097316164635
feature_1252,0.0023612515038207945
feature_162,0.0023604622058892143
feature_190,0.0023584556226272074
feature_17,0.0023497730725114577
feature_790,0.00234386552904342
feature_853,0.0023434760162126173
feature_1329,0.002341201873097213
feature_1350,0.0023398286531220325
feature_373,0.002335255265209196
feature_1273,0.0023343286193740656
feature_406,0.002332208438486991
feature_145,0.0023314130183120494
feature_197,0.0023270122734607252
feature_260,0.0023178274830674304
feature_1326,0.002306971997573538
feature_114,0.0023065570493037463
feature_1006,0.002300599826924512
feature_895,0.002290070414228029
feature_60,0.0022683734409377327
feature_130,0.0022492751390559857
feature_225,0.0022309315555129002
feature_946,0.0022215448880765183
feature_1352,0.0022162929365045153
feature_510,0.002215806341951181
feature_471,0.0022118000673974217
feature_163,0.0022050551416562497
feature_139,0.002204685617841322
feature_861,0.0022037172217247445
feature_1316,0.0022036650815122592
feature_1332,0.0021919027466602184
feature_1025,0.002184180126714374
feature_740,0.0021790822844582145
feature_1013,0.002173642583929104
feature_442,0.002169410761048175
feature_1293,0.0021367511701689784
feature_1344,0.0021309253951036088
feature_19,0.002126317710446071
feature_1340,0.0021175453182305706
feature_1345,0.002105628236743698
feature_315,0.002092263567847424
feature_1295,0.002090972474365507
feature_543,0.002084287718054174
feature_1235,0.002056131609295818
feature_1347,0.0020520874598039677
feature_762,0.002050357333350344
feature_412,0.002042570648486959
feature_1066,0.0020373505658663024
feature_1336,0.0020361164853252033
feature_1314,0.0020333545498260872
feature_253,0.002022269720385135
feature_1339,0.0020192405040388287
feature_1321,0.002011583124050144
feature_1330,0.0019909318834949183
feature_804,0.00198873031206448
feature_223,0.00198102395102727
feature_415,0.001979374584984203
feature_1119,0.0019483891095257793
feature_966,0.0019390532938215396
feature_391,0.0019202398038458723
feature_444,0.001915810598949059
feature_125,0.0019073974482409183
feature_799,0.001904690809655825
feature_1343,0.0018946224291531094
feature_140,0.001878864759724637
feature_1312,0.0018754769827351021
feature_155,0.0018611303138658072
feature_1317,0.0018605735616584835
feature_788,0.001856503732143604
feature_1234,0.001856200811479917
feature_761,0.0018533238082204238
feature_1296,0.0018375235985455085
feature_352,0.0018344347430914085
feature_94,0.0018259818319889534
feature_119,0.001825556620716901
feature_320,0.0018179743470073406
feature_1261,0.001805003823420614
feature_1218,0.001799329999431808
feature_1090,0.0017718645608734288
feature_739,0.0017699175057927692
feature_879,0.0017582973839588576
feature_185,0.0017528265372533677
feature_137,0.0017482808575508535
feature_1027,0.0017450084444203774
feature_414,0.0017445514278669457
feature_763,0.001735409756469226
feature_473,0.0017232265086085752
feature_350,0.0017095438660746898
feature_446,0.0017031276531216863
feature_678,0.0016891123659722631
feature_1226,0.0016829276910683144
feature_801,0.0016776386998851366
feature_472,0.001674663560355089
feature_325,0.0016691565727265467
feature_1302,0.001656762643068029
feature_81,0.0016506138075308866
feature_126,0.0016477932428672118
feature_1188,0.0016436952008141706
feature_528,0.0016411127067576128
feature_996,0.0016353618543999836
feature_456,0.001628924712946669
feature_1353,0.0016269786793844548
feature_90,0.0016235632193772323
feature_1341,0.0015842527675490252
feature_18,0.0015777772014361965
feature_680,0.0015757580559408462
feature_1250,0.0015636030701489934
feature_308,0.0015310858428641235
feature_1028,0.0015244504557823824
feature_815,0.0015205029941669074
feature_814,0.001519382893705935
feature_144,0.0015071589115201488
feature_27,0.0015062322284039669
feature_1040,0.0015006649701362756
feature_738,0.001491302931451869
feature_917,0.0014890952545485385
feature_891,0.0014880313715458795
feature_789,0.001466143420144607
feature_1278,0.001447606503724332
feature_449,0.0014423841332456833
feature_321,0.0014189817686720127
feature_729,0.0013983219467025923
feature_133,0.0013890599026230256
feature_553,0.0013890542617035068
feature_1310,0.001386570449892137
feature_255,0.001380938713217668
feature_760,0.001380664478358732
feature_1020,0.0013771084940011388
feature_527,0.0013673906566730315
feature_154,0.0013662952132968067
feature_777,0.0013630189208970658
feature_407,0.0013622623943763137
feature_747,0.0013622131771156762
feature_194,0.0013618330028402634
feature_950,0.0013482671448237329
feature_614,0.0013473924632093415
feature_451,0.0013436158767837008
feature_25,0.001339292987309236
feature_817,0.0013196509788738658
feature_454,0.0013139347770891895
feature_166,0.0013119388578853234
feature_1276,0.001310363069112037
feature_1279,0.001300804396980318
feature_717,0.0013004751493482754
feature_1282,0.0012994457749986802
feature_179,0.0012841965940034532
feature_921,0.0012758547591565066
feature_754,0.0012425026798983867
feature_588,0.0012390354894924714
feature_531,0.0012366890539730322
feature_88,0.0011851829497304869
feature_502,0.0011807498901184694
feature_141,0.0011758120645878676
feature_479,0.001175036367478747
feature_193,0.0011737728811267406
feature_186,0.001173179929796055
feature_131,0.0011706093969656626
feature_459,0.0011699348457497349
feature_709,0.0011537801888547167
feature_241,0.00114509604950357
feature_580,0.001137188107639127
feature_997,0.001134626192286491
feature_74,0.0011336131370629527
feature_745,0.0011330124752277028
feature_436,0.001127938024101908
feature_153,0.0011227297709504552
feature_561,0.0011199688103799793
feature_955,0.0011115982881107094
feature_770,0.0011054729363616704
feature_1239,0.0010985711160974617
feature_1075,0.0010945390882752008
feature_1257,0.001072530412648936
feature_868,0.0010647418618438794
feature_900,0.0010589143315126045
feature_388,0.0010495546640184208
feature_448,0.0010355138837108081
feature_1325,0.0010257992712065815
feature_354,0.00102101509522661
feature_928,0.0010193989541157028
feature_700,0.00101578337078235
feature_250,0.001009060047748378
feature_157,0.0010078142723374942
feature_501,0.0009947700491701123
feature_711,0.0009940073304134985
feature_127,0.0009921753027999762
feature_453,0.0009890297175068107
feature_869,0.000983403549848673
feature_696,0.0009801855432684727
feature_455,0.0009741952109075322
feature_1254,0.0009695265645130739
feature_327,0.0009694251112206745
feature_796,0.0009630966816999974
feature_92,0.0009627007336089671
feature_748,0.0009611146220600726
feature_797,0.0009556756038690689
feature_602,0.0009522760107737838
feature_1046,0.000952063105557617
feature_1268,0.00094519020030216
feature_457,0.0009446674417751215
feature_490,0.0009441010717508677
feature_279,0.0009254222806075508
feature_545,0.0009238024555642155
feature_274,0.0009201948141769765
feature_1243,0.0009021719955693794
feature_753,0.0008943289047943369
feature_784,0.0008939467307517773
feature_855,0.000891900329123429
feature_773,0.0008909138664000868
feature_634,0.0008886443426015925
feature_782,0.000887669234075297
feature_948,0.0008851624377314188
feature_715,0.0008767969890656654
feature_875,0.0008762136348055519
feature_394,0.0008725796571708766
feature_808,0.0008669257582052526
feature_779,0.0008657215806737704
feature_741,0.0008644905050132514
feature_980,0.0008635609823129506
feature_1055,0.0008586470591431709
feature_766,0.0008585475854342621
feature_612,0.0008581972108286573
feature_713,0.0008484339743096035
feature_889,0.0008441110653908285
feature_952,0.0008441110653908208
feature_160,0.000844068296993923
feature_767,0.0008427202472060556
feature_541,0.000839260841511065
feature_1056,0.0008385467145716359
feature_666,0.0008376259461166569
feature_781,0.0008373796968849024
feature_765,0.0008364946142083381
feature_419,0.0008334411162250842
feature_557,0.0008286962409030803
feature_427,0.00082437614428288
feature_372,0.0008170147148827533
feature_1242,0.000816935797335475
feature_903,0.0008148677587239972
feature_1357,0.000814367536086826
feature_1038,0.0008138394098465507
feature_1306,0.000809754762187981
feature_892,0.0008095132731401749
feature_780,0.0008077474617283641
feature_931,0.0008073500533241118
feature_591,0.0008043769411853228
feature_522,0.0007965324391197938
feature_818,0.0007943686131681645
feature_646,0.0007922046861646396
feature_969,0.0007922046861490749
feature_786,0.0007922046861490089
feature_1304,0.0007904499977095271
feature_794,0.0007900875728662518
feature_648,0.0007878765288675809
feature_564,0.0007862791370723818
feature_1231,0.0007862530928342722
feature_645,0.0007857122985752648
feature_1044,0.0007857122985751976
feature_146,0.0007852750996023044
feature_1346,0.0007849400027959713
feature_957,0.0007813835346358944
feature_1036,0.0007796371263544622
feature_334,0.0007742554521037865
feature_967,0.0007727247929756464
feature_932,0.0007727247929756422
feature_1045,0.0007705598546172003
feature_370,0.00076897886764538
feature_1004,0.0007687455359316572
feature_909,0.0007683948150567946
feature_848,0.0007662296742819861
feature_973,0.0007640644322801717
feature_908,0.0007633519407458123
feature_910,0.0007597336445459677
feature_1073,0.0007593121696262028
feature_495,0.0007579050095287964
feature_458,0.0007578622280359921
feature_871,0.0007575680987889708
feature_915,0.0007554024517550004
feature_323,0.0007526550371379308
feature_941,0.0007510708538086469
feature_795,0.0007492635383895346
feature_905,0.0007489049028710982
feature_721,0.0007471919935890601
feature_884,0.0007467388506071116
feature_722,0.0007467388506071048
feature_132,0.0007463216730508024
feature_1029,0.0007445726970060761
feature_156,0.0007437202028167957
feature_880,0.000742169257723343
feature_769,0.0007398018400556938
feature_1093,0.0007382567726989463
feature_893,0.0007380736280423968
feature_984,0.0007380736280423834
feature_1022,0.0007359070689612089
feature_583,0.0007342120787235751
feature_514,0.0007325004022549216
feature_1037,0.0007315736465851533
feature_927,0.0007315736465851303
feature_519,0.0007294067832651113
feature_839,0.0007277701193809633
feature_807,0.0007277626806439997
feature_979,0.0007272398185070147
feature_923,0.0007258579720306933
feature_657,0.0007250727523010833
feature_642,0.00072507275230093
feature_1031,0.0007233988183046748
feature_1041,0.0007229055846271657
feature_650,0.000720738315480735
feature_943,0.0007207383154807242
feature_630,0.0007185709448478823
feature_827,0.0007183988950802026
feature_662,0.0007165459189995681
feature_916,0.0007164034727116162
feature_488,0.0007151211764625629
feature_999,0.0007142358990646018
